"","scientific_name","order_name","family_name","genus_name","category","Aquaculture","Climate_Change","Conflict","Crops","Dams_Water","Fire","Fishing","Geo_Event","Hunting","Inv_Disease","Livestock","Logging","Other_Develop","Plantations","Pollution","Rec_Work","Mass.g","functional_group","accepted_spp_name","combined_fn_group","combined_body_mass","phyl_eltonian_ftn_gp"
"3571","Presbytis siberu","PRIMATES","CERCOPITHECIDAE","Presbytis","EN",0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,6450,"Herbivore_terrestrial","Presbytis siberu","Herbivore_terrestrial",6450,"Omnivore"
"3572","Pygathrix nemaeus","PRIMATES","CERCOPITHECIDAE","Pygathrix","CR",0,0,0,1,2,0,0,0,3,0,0,2,2,0,0,0,8310,"Herbivore_terrestrial","Pygathrix nemaeus","Herbivore_terrestrial",8310,"Herbivore"
"3573","Pygathrix cinerea","PRIMATES","CERCOPITHECIDAE","Pygathrix","CR",0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,8310,"Herbivore_terrestrial","Pygathrix cinerea","Herbivore_terrestrial",8310,"Herbivore"
"3574","Pygathrix nigripes","PRIMATES","CERCOPITHECIDAE","Pygathrix","CR",0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,8310,"Herbivore_terrestrial","Pygathrix nigripes","Herbivore_terrestrial",8310,"Herbivore"
"3575","Semnopithecus entellus","PRIMATES","CERCOPITHECIDAE","Semnopithecus","LC",0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,14500,"Herbivore_terrestrial","Semnopithecus entellus","Herbivore_terrestrial",14500,"Herbivore"
"3576","Semnopithecus ajax","PRIMATES","CERCOPITHECIDAE","Semnopithecus","EN",0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,20150,"Herbivore_terrestrial","Semnopithecus ajax","Herbivore_terrestrial",20150,"Herbivore"
"3577","Semnopithecus hector","PRIMATES","CERCOPITHECIDAE","Semnopithecus","NT",0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,17350,"Herbivore_terrestrial","Semnopithecus hector","Herbivore_terrestrial",17350,"Herbivore"
"3578","Semnopithecus schistaceus","PRIMATES","CERCOPITHECIDAE","Semnopithecus","LC",0,0,1,1,0,0,0,0,1,0,0,2,1,0,0,0,17350,"Herbivore_terrestrial","Semnopithecus schistaceus","Herbivore_terrestrial",17350,"Herbivore"
"3579","Trachypithecus auratus","PRIMATES","CERCOPITHECIDAE","Trachypithecus","VU",0,0,0,2,0,0,0,0,3,0,0,0,2,2,0,0,NA,NA,NA,"Herbivore_terrestrial",9062.54285714286,"Herbivore"
"3580","Trachypithecus mauritius","PRIMATES","CERCOPITHECIDAE","Trachypithecus","VU",0,0,0,2,0,0,0,0,3,0,0,0,2,1,0,0,7100,"Herbivore_terrestrial","Trachypithecus mauritius","Herbivore_terrestrial",7100,"Omnivore"
"3581","Trachypithecus francoisi","PRIMATES","CERCOPITHECIDAE","Trachypithecus","EN",0,0,0,2,0,2,0,0,2,0,0,2,1,0,0,0,7325,"Herbivore_terrestrial","Trachypithecus francoisi","Herbivore_terrestrial",7325,"Herbivore"
"3582","Trachypithecus shortridgei","PRIMATES","CERCOPITHECIDAE","Trachypithecus","EN",0,0,0,2,1,0,0,0,3,0,0,2,2,0,0,0,28500,"Herbivore_terrestrial","Trachypithecus shortridgei","Herbivore_terrestrial",28500,"Herbivore"
"3583","Trachypithecus poliocephalus","PRIMATES","CERCOPITHECIDAE","Trachypithecus","CR",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NA,NA,NA,"Herbivore_terrestrial",9062.54285714286,"Herbivore"
"3584","Trachypithecus leucocephalus","PRIMATES","CERCOPITHECIDAE","Trachypithecus","CR",0,0,0,2,0,2,0,0,3,0,0,2,0,0,0,0,7750,"Herbivore_terrestrial","Trachypithecus leucocephalus","Herbivore_terrestrial",7750,"Omnivore"
"3585","Trachypithecus germaini","PRIMATES","CERCOPITHECIDAE","Trachypithecus","EN",0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,NA,NA,NA,"Herbivore_terrestrial",9062.54285714286,"Herbivore"
"3586","Trachypithecus margarita","PRIMATES","CERCOPITHECIDAE","Trachypithecus","EN",0,0,0,2,0,0,0,0,3,0,0,0,2,2,0,0,7179,"Herbivore_terrestrial","Trachypithecus margarita","Herbivore_terrestrial",7179,"Omnivore"
"3587","Hoolock hoolock","PRIMATES","HYLOBATIDAE","Hoolock","EN",0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,6500,"Herbivore_terrestrial","Hoolock hoolock","Herbivore_terrestrial",6500,"Omnivore"
"3588","Hylobates albibarbis","PRIMATES","HYLOBATIDAE","Hylobates","EN",0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,5650,"Herbivore_terrestrial","Hylobates albibarbis","Herbivore_terrestrial",5650,"FruitNectSeed"
"3589","Hylobates muelleri","PRIMATES","HYLOBATIDAE","Hylobates","EN",0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,NA,NA,NA,"Herbivore_terrestrial",5704.57142857143,"FruitNectSeed"
"3590","Hylobates abbotti","PRIMATES","HYLOBATIDAE","Hylobates","EN",0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,6000,"Herbivore_terrestrial","Hylobates abbotti","Herbivore_terrestrial",6000,"Omnivore"
"3591","Hylobates funereus","PRIMATES","HYLOBATIDAE","Hylobates","EN",0,0,0,2,0,2,0,0,2,0,0,0,1,2,0,0,NA,NA,NA,"Herbivore_terrestrial",5704.57142857143,"Omnivore"
"3592","Nomascus leucogenys","PRIMATES","HYLOBATIDAE","Nomascus","CR",0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,8000,"Herbivore_terrestrial","Nomascus leucogenys","Herbivore_terrestrial",8000,"FruitNectSeed"
"3593","Nomascus siki","PRIMATES","HYLOBATIDAE","Nomascus","CR",0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,8000,"Herbivore_terrestrial","Nomascus siki","Herbivore_terrestrial",8000,"FruitNectSeed"
"3594","Mico chrysoleucos","PRIMATES","CALLITRICHIDAE","Mico","LC",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,539.3,"Herbivore_terrestrial","Mico chrysoleucos","Herbivore_terrestrial",539.3,"Omnivore"
"3595","Mico intermedius","PRIMATES","CALLITRICHIDAE","Mico","LC",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,425,"Omnivore","Mico intermedius","Omnivore",425,"Omnivore"
"3596","Mico leucippe","PRIMATES","CALLITRICHIDAE","Mico","LC",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,440,"Herbivore_terrestrial","Mico leucippe","Herbivore_terrestrial",440,"Omnivore"
"3597","Mico nigriceps","PRIMATES","CALLITRICHIDAE","Mico","NT",0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,370,"Herbivore_terrestrial","Mico nigriceps","Herbivore_terrestrial",370,"Omnivore"
"3598","Mico marcai","PRIMATES","CALLITRICHIDAE","Mico","VU",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,295,"Herbivore_terrestrial","Mico marcai","Herbivore_terrestrial",295,"Omnivore"
"3599","Aotus brumbacki","PRIMATES","AOTIDAE","Aotus","VU",0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,800,"Herbivore_terrestrial","Aotus brumbacki","Herbivore_terrestrial",800,"Omnivore"
"3600","Alouatta guariba","PRIMATES","ATELIDAE","Alouatta","VU",0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,5589.2,"Herbivore_terrestrial","Alouatta guariba","Herbivore_terrestrial",5589.2,"Herbivore"
"3601","Lagothrix flavicauda","PRIMATES","ATELIDAE","Lagothrix","CR",0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,6800,"Herbivore_terrestrial","Lagothrix flavicauda","Herbivore_terrestrial",6800,"Omnivore"
"3602","Plecturocebus ornatus","PRIMATES","PITHECIIDAE","Plecturocebus","VU",0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,915,"Herbivore_terrestrial","Plecturocebus ornatus","Herbivore_terrestrial",915,"Omnivore"
"3603","Callicebus barbarabrownae","PRIMATES","PITHECIIDAE","Callicebus","CR",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1228.7,"Herbivore_terrestrial","Callicebus barbarabrownae","Herbivore_terrestrial",1228.7,"FruitNectSeed"
"3604","Callicebus melanochir","PRIMATES","PITHECIIDAE","Callicebus","VU",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1322.4,"Herbivore_terrestrial","Callicebus melanochir","Herbivore_terrestrial",1322.4,"FruitNectSeed"
"3605","Callicebus nigrifrons","PRIMATES","PITHECIIDAE","Callicebus","NT",0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1215.1,"Herbivore_terrestrial","Callicebus nigrifrons","Herbivore_terrestrial",1215.1,"FruitNectSeed"
"3606","Cheracebus medemi","PRIMATES","PITHECIIDAE","Cheracebus","VU",0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1299.6,"Herbivore_terrestrial","Cheracebus medemi","Herbivore_terrestrial",1299.6,"Omnivore"
"3607","Leontocebus nigricollis","PRIMATES","CALLITRICHIDAE","Leontocebus","LC",0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,462,"Herbivore_terrestrial","Leontocebus nigricollis","Herbivore_terrestrial",462,"Omnivore"
"3608","Saguinus imperator","PRIMATES","CALLITRICHIDAE","Saguinus","LC",0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,400,"Herbivore_terrestrial","Saguinus imperator","Herbivore_terrestrial",400,"FruitNectSeed"
"3609","Cebus albifrons","PRIMATES","CEBIDAE","Cebus","LC",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,"Herbivore_terrestrial",2547.65555555556,"FruitNectSeed"
"3610","Cebus versicolor","PRIMATES","CEBIDAE","Cebus","EN",0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,2504.4,"Herbivore_terrestrial","Cebus versicolor","Herbivore_terrestrial",2504.4,"Omnivore"
"3611","Aotus zonalis","PRIMATES","AOTIDAE","Aotus","NT",0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,902.5,"Herbivore_terrestrial","Aotus zonalis","Herbivore_terrestrial",902.5,"Omnivore"
"3612","Callicebus coimbrai","PRIMATES","PITHECIIDAE","Callicebus","EN",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1181.7,"Herbivore_terrestrial","Callicebus coimbrai","Herbivore_terrestrial",1181.7,"FruitNectSeed"
"3613","Pithecia napensis","PRIMATES","PITHECIIDAE","Pithecia","LC",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,"Herbivore_terrestrial",2017.33333333333,"Omnivore"
"3614","Chiropotes satanas","PRIMATES","PITHECIIDAE","Chiropotes","EN",0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,3000,"Herbivore_terrestrial","Chiropotes satanas","Herbivore_terrestrial",3000,"FruitNectSeed"
"3615","Alouatta belzebul","PRIMATES","ATELIDAE","Alouatta","VU",0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,6400,"Herbivore_terrestrial","Alouatta belzebul","Herbivore_terrestrial",6400,"Herbivore"
"3616","Alouatta palliata","PRIMATES","ATELIDAE","Alouatta","VU",0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,7275,"Herbivore_terrestrial","Alouatta palliata","Herbivore_terrestrial",7275,"Herbivore"
"3617","Ateles hybridus","PRIMATES","ATELIDAE","Ateles","CR",0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,8675,"Herbivore_terrestrial","Ateles hybridus","Herbivore_terrestrial",8675,"FruitNectSeed"
"3618","Dicrostonyx unalascensis","RODENTIA","CRICETIDAE","Dicrostonyx","DD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,"Herbivore_terrestrial","Dicrostonyx unalascensis","Herbivore_terrestrial",70,"Herbivore"
"3619","Piliocolobus kirkii","PRIMATES","CERCOPITHECIDAE","Piliocolobus","EN",0,2,0,2,0,0,0,0,1,0,0,1,2,0,0,0,5630,"Herbivore_terrestrial","Piliocolobus kirkii","Herbivore_terrestrial",5630,"Herbivore"
"3620","Gorilla beringei","PRIMATES","HOMINIDAE","Gorilla","CR",0,2,1,2,0,1,0,0,3,2,2,2,2,0,0,0,130000,"Herbivore_terrestrial","Gorilla beringei","Herbivore_terrestrial",130000,"Herbivore"
"3621","Piliocolobus gordonorum","PRIMATES","CERCOPITHECIDAE","Piliocolobus","VU",0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,8023.4,"Herbivore_terrestrial","Piliocolobus gordonorum","Herbivore_terrestrial",8023.4,"Herbivore"
"3622","Cebus kaapori","PRIMATES","CEBIDAE","Cebus","CR",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2600,"Herbivore_terrestrial","Cebus kaapori","Herbivore_terrestrial",2600,"FruitNectSeed"
"3623","Nycteris madagascariensis","CHIROPTERA","NYCTERIDAE","Nycteris","DD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,"Invertivore","Nycteris madagascariensis","Invertivore",17.5,"Invertivore"
"3624","Rhinolophus beddomei","CHIROPTERA","RHINOLOPHIDAE","Rhinolophus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,"Invertivore","Rhinolophus beddomei","Invertivore",14.5,"Invertivore"
"3625","Mops leucostigma","CHIROPTERA","MOLOSSIDAE","Mops","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,"Invertivore","Mops leucostigma","Invertivore",17.5,"Invertivore"
"3626","Paratriaenops auritus","CHIROPTERA","RHINONYCTERIDAE","Paratriaenops","VU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"Invertivore","Paratriaenops auritus","Invertivore",5,"Invertivore"
"3627","Triaenops menamena","CHIROPTERA","RHINONYCTERIDAE","Triaenops","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Invertivore",12.6,"Invertivore"
"3628","Lonchorhina inusitata","CHIROPTERA","PHYLLOSTOMIDAE","Lonchorhina","DD",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.6,"Invertivore","Lonchorhina inusitata","Invertivore",18.6,"Invertivore"
"3629","Micronycteris brosseti","CHIROPTERA","PHYLLOSTOMIDAE","Micronycteris","DD",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.8,"Invertivore","Micronycteris brosseti","Invertivore",4.8,"Invertivore"
"3630","Micronycteris sanborni","CHIROPTERA","PHYLLOSTOMIDAE","Micronycteris","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,"Invertivore","Micronycteris sanborni","Invertivore",6.3,"Invertivore"
"3631","Thainycteris aureocollaris","CHIROPTERA","VESPERTILIONIDAE","Thainycteris","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,"Invertivore","Thainycteris aureocollaris","Invertivore",14.5,"Invertivore"
"3632","Arielulus torquatus","CHIROPTERA","VESPERTILIONIDAE","Arielulus","LC",0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,6.3,"Invertivore","Arielulus torquatus","Invertivore",6.3,"Invertivore"
"3633","Neoromicia matroka","CHIROPTERA","VESPERTILIONIDAE","Neoromicia","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,"Invertivore","Neoromicia matroka","Invertivore",6.5,"Invertivore"
"3634","Myotis gomantongensis","CHIROPTERA","VESPERTILIONIDAE","Myotis","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,"Invertivore","Myotis gomantongensis","Invertivore",9.4,"Invertivore"
"3635","Tadarida latouchei","CHIROPTERA","MOLOSSIDAE","Tadarida","EN",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,22,"Invertivore","Tadarida latouchei","Invertivore",22,"Invertivore"
"3636","Rhinolophus convexus","CHIROPTERA","RHINOLOPHIDAE","Rhinolophus","DD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,"Invertivore","Rhinolophus convexus","Invertivore",7.7,"Invertivore"
"3637","Mops leucogaster","CHIROPTERA","MOLOSSIDAE","Mops","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Invertivore",19.540625,"Invertivore"
"3638","Miniopterus majori","CHIROPTERA","MINIOPTERIDAE","Miniopterus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"Invertivore","Miniopterus majori","Invertivore",8,"Invertivore"
"3639","Ornithorhynchus anatinus","MONOTREMATA","ORNITHORHYNCHIDAE","Ornithorhynchus","NT",0,2,0,1,1,0,0,0,0,2,1,1,1,0,2,0,1484.3,"Aquatic_predator","Ornithorhynchus anatinus","Aquatic_predator",1484.3,"Aquatic_predator"
"3640","Didelphis albiventris","DIDELPHIMORPHIA","DIDELPHIDAE","Didelphis","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,"Vertivore","Didelphis albiventris","Vertivore",904,"Vertivore"
"3641","Didelphis aurita","DIDELPHIMORPHIA","DIDELPHIDAE","Didelphis","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164,"Vertivore","Didelphis aurita","Vertivore",1164,"Vertivore"
"3642","Didelphis marsupialis","DIDELPHIMORPHIA","DIDELPHIDAE","Didelphis","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091.2,"Vertivore","Didelphis marsupialis","Vertivore",1091.2,"Vertivore"
"3643","Didelphis virginiana","DIDELPHIMORPHIA","DIDELPHIDAE","Didelphis","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2195.5,"Vertivore","Didelphis virginiana","Vertivore",2195.5,"Vertivore"
"3644","Lutreolina crassicaudata","DIDELPHIMORPHIA","DIDELPHIDAE","Lutreolina","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537.3,"Aquatic_predator","Lutreolina crassicaudata","Aquatic_predator",537.3,"Aquatic_predator"
"3645","Marmosa mexicana","DIDELPHIMORPHIA","DIDELPHIDAE","Marmosa","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.5,"Omnivore","Marmosa mexicana","Omnivore",49.5,"Omnivore"
"3646","Marmosa murina","DIDELPHIMORPHIA","DIDELPHIDAE","Marmosa","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,"Omnivore","Marmosa murina","Omnivore",26,"Omnivore"
"3647","Marmosa robinsoni","DIDELPHIMORPHIA","DIDELPHIDAE","Marmosa","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.7,"Omnivore","Marmosa robinsoni","Omnivore",56.7,"Omnivore"
"3648","Marmosa rubra","DIDELPHIMORPHIA","DIDELPHIDAE","Marmosa","DD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,"Omnivore","Marmosa rubra","Omnivore",63,"Omnivore"
"3649","Marmosops noctivagus","DIDELPHIMORPHIA","DIDELPHIDAE","Marmosops","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,"Omnivore","Marmosops noctivagus","Omnivore",45,"Omnivore"
"3650","Metachirus nudicaudatus","DIDELPHIMORPHIA","DIDELPHIDAE","Metachirus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,"Omnivore","Metachirus nudicaudatus","Omnivore",375,"Omnivore"
"3651","Marmosa demerarae","DIDELPHIMORPHIA","DIDELPHIDAE","Marmosa","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.8,"Invertivore","Marmosa demerarae","Invertivore",75.8,"Invertivore"
"3652","Marmosa regina","DIDELPHIMORPHIA","DIDELPHIDAE","Marmosa","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.6,"Invertivore","Marmosa regina","Invertivore",118.6,"Invertivore"
"3653","Monodelphis brevicaudata","DIDELPHIMORPHIA","DIDELPHIDAE","Monodelphis","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.6,"Omnivore","Monodelphis brevicaudata","Omnivore",69.6,"Omnivore"
"3654","Monodelphis domestica","DIDELPHIMORPHIA","DIDELPHIDAE","Monodelphis","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.4,"Omnivore","Monodelphis domestica","Omnivore",71.4,"Omnivore"
"3655","Philander andersoni","DIDELPHIMORPHIA","DIDELPHIDAE","Philander","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,"Vertivore","Philander andersoni","Vertivore",325,"Vertivore"
"3656","Philander opossum","DIDELPHIMORPHIA","DIDELPHIDAE","Philander","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585.5,"Vertivore","Philander opossum","Vertivore",585.5,"Vertivore"
"3657","Thylamys elegans","DIDELPHIMORPHIA","DIDELPHIDAE","Thylamys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9,"Invertivore","Thylamys elegans","Invertivore",28.9,"Invertivore"
"3658","Thylamys velutinus","DIDELPHIMORPHIA","DIDELPHIDAE","Thylamys","NT",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.7,"Invertivore","Thylamys velutinus","Invertivore",20.7,"Invertivore"
"3659","Caenolestes caniventer","PAUCITUBERCULATA","CAENOLESTIDAE","Caenolestes","NT",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,40,"Invertivore","Caenolestes caniventer","Invertivore",40,"Invertivore"
"3660","Caenolestes convelatus","PAUCITUBERCULATA","CAENOLESTIDAE","Caenolestes","VU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,"Invertivore","Caenolestes convelatus","Invertivore",40,"Invertivore"
"3661","Antechinus bellus","DASYUROMORPHIA","DASYURIDAE","Antechinus","VU",0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,44.5,"Invertivore","Antechinus bellus","Invertivore",44.5,"Invertivore"
"3662","Antechinus flavipes","DASYUROMORPHIA","DASYURIDAE","Antechinus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,"Invertivore","Antechinus flavipes","Invertivore",45,"Invertivore"
"3663","Antechinus minimus","DASYUROMORPHIA","DASYURIDAE","Antechinus","LC",0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,53.5,"Invertivore","Antechinus minimus","Invertivore",53.5,"Invertivore"
"3664","Antechinus stuartii","DASYUROMORPHIA","DASYURIDAE","Antechinus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,"Invertivore","Antechinus stuartii","Invertivore",27.5,"Invertivore"
"3665","Dasykaluta rosamondae","DASYUROMORPHIA","DASYURIDAE","Dasykaluta","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8,"Invertivore","Dasykaluta rosamondae","Invertivore",28.8,"Invertivore"
"3666","Ningaui ridei","DASYUROMORPHIA","DASYURIDAE","Ningaui","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,"Invertivore","Ningaui ridei","Invertivore",8.5,"Invertivore"
"3667","Ningaui timealeyi","DASYUROMORPHIA","DASYURIDAE","Ningaui","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,"Invertivore","Ningaui timealeyi","Invertivore",5.7,"Invertivore"
"3668","Ningaui yvonneae","DASYUROMORPHIA","DASYURIDAE","Ningaui","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"Invertivore","Ningaui yvonneae","Invertivore",7,"Invertivore"
"3669","Planigale gilesi","DASYUROMORPHIA","DASYURIDAE","Planigale","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,"Vertivore","Planigale gilesi","Vertivore",9.2,"Vertivore"
"3670","Planigale ingrami","DASYUROMORPHIA","DASYURIDAE","Planigale","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,"Vertivore","Planigale ingrami","Vertivore",4.3,"Vertivore"
"3671","Planigale maculata","DASYUROMORPHIA","DASYURIDAE","Planigale","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"Vertivore","Planigale maculata","Vertivore",11,"Vertivore"
"3672","Planigale tenuirostris","DASYUROMORPHIA","DASYURIDAE","Planigale","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,"Vertivore","Planigale tenuirostris","Vertivore",6.1,"Vertivore"
"3673","Pseudantechinus macdonnellensis","DASYUROMORPHIA","DASYURIDAE","Pseudantechinus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,"Invertivore","Pseudantechinus macdonnellensis","Invertivore",32.5,"Invertivore"
"3674","Pseudantechinus ningbing","DASYUROMORPHIA","DASYURIDAE","Pseudantechinus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"Invertivore","Pseudantechinus ningbing","Invertivore",20,"Invertivore"
"3675","Pseudantechinus woolleyae","DASYUROMORPHIA","DASYURIDAE","Pseudantechinus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,"Invertivore","Pseudantechinus woolleyae","Invertivore",40,"Invertivore"
"3676","Sarcophilus harrisii","DASYUROMORPHIA","DASYURIDAE","Sarcophilus","EN",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11000,"Vertivore","Sarcophilus harrisii","Vertivore",11000,"Vertivore"
"3677","Sminthopsis crassicaudata","DASYUROMORPHIA","DASYURIDAE","Sminthopsis","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"Invertivore","Sminthopsis crassicaudata","Invertivore",15,"Invertivore"
"3678","Sminthopsis dolichura","DASYUROMORPHIA","DASYURIDAE","Sminthopsis","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,"Invertivore","Sminthopsis dolichura","Invertivore",13.6,"Invertivore"
"3679","Sminthopsis gilberti","DASYUROMORPHIA","DASYURIDAE","Sminthopsis","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,"Invertivore","Sminthopsis gilberti","Invertivore",19.5,"Invertivore"
"3680","Sminthopsis hirtipes","DASYUROMORPHIA","DASYURIDAE","Sminthopsis","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"Invertivore","Sminthopsis hirtipes","Invertivore",15,"Invertivore"
"3681","Sminthopsis longicaudata","DASYUROMORPHIA","DASYURIDAE","Sminthopsis","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,"Invertivore","Sminthopsis longicaudata","Invertivore",18,"Invertivore"
"3682","Sminthopsis macroura","DASYUROMORPHIA","DASYURIDAE","Sminthopsis","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"Invertivore","Sminthopsis macroura","Invertivore",20,"Invertivore"
"3683","Sminthopsis murina","DASYUROMORPHIA","DASYURIDAE","Sminthopsis","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"Invertivore","Sminthopsis murina","Invertivore",17,"Invertivore"
"3684","Sminthopsis ooldea","DASYUROMORPHIA","DASYURIDAE","Sminthopsis","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"Invertivore","Sminthopsis ooldea","Invertivore",11,"Invertivore"
"3685","Sminthopsis virginiae","DASYUROMORPHIA","DASYURIDAE","Sminthopsis","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3,"Invertivore","Sminthopsis virginiae","Invertivore",35.3,"Invertivore"
